Transaction ID,Date,Day of Week,Time,Type of Card,Entry Mode,Amount,Type of Transaction,Merchant Group,Country of Transaction,Shipping Address,Country of Residence,Gender,Age,Bank,Fraud
#3568 295,13-Oct-20,Tuesday,15,Visa,PIN,?22,ATM,Children,United Kingdom,United Kingdom,United Kingdom,M,47.9,Halifax,0
#2833 001,14-Oct-20,Wednesday,23,MasterCard,Tap,?30,POS,Fashion,United Kingdom,United Kingdom,United Kingdom,M,50.4,Barclays,0
#2617 004,14-Oct-20,Wednesday,12,MasterCard,PIN,?392,ATM,Electronics,United Kingdom,United Kingdom,United Kingdom,F,38.9,Barclays,0
#3091 224,13-Oct-20,Tuesday,13,Visa,CVC,?14,Online,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,39.5,Barclays,0
#3604 688,14-Oct-20,Wednesday,9,MasterCard,CVC,?302,Online,Fashion,China,China,China,M,55.5,RBS,0
#2933 108,14-Oct-20,Wednesday,11,Visa,PIN,?11,ATM,Gaming,United Kingdom,USA,United Kingdom,F,54.8,Barclays,0
#3086 756,14-Oct-20,Wednesday,17,Visa,CVC,?10,Online,Subscription,United Kingdom,United Kingdom,United Kingdom,F,36.9,Barclays,0
#3377 329,14-Oct-20,Wednesday,10,Visa,Tap,?7,POS,Subscription,United Kingdom,United Kingdom,United Kingdom,M,46,Monzo,0
#3198 871,14-Oct-20,Wednesday,8,Visa,CVC,?7,Online,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,57.5,Metro,0
#2911 685,13-Oct-20,Tuesday,22,Visa,PIN,?7,ATM,Food,United Kingdom,United Kingdom,United Kingdom,F,42,Monzo,0
#3197 718,14-Oct-20,Wednesday,21,Visa,PIN,?113,POS,Gaming,United Kingdom,United Kingdom,United Kingdom,M,31.2,Barclays,0
#3269 252,14-Oct-20,Wednesday,18,Visa,PIN,?20,ATM,Food,United Kingdom,United Kingdom,United Kingdom,M,39.6,Barclays,0
#2967 128,14-Oct-20,Wednesday,15,MasterCard,PIN,?322,POS,Products,USA,USA,United Kingdom,M,62.3,Barlcays,1
#3212 812,13-Oct-20,Tuesday,15,MasterCard,PIN,?30,POS,Electronics,United Kingdom,United Kingdom,United Kingdom,F,29.5,Barclays,0
#2642 823,13-Oct-20,Tuesday,4,Visa,CVC,?13,Online,Restaurant,Russia,Russia,United Kingdom,F,69.9,Halifax,1
#3025 413,13-Oct-20,Tuesday,10,Visa,PIN,?30,ATM,Services,United Kingdom,United Kingdom,United Kingdom,F,46.2,Monzo,0
#2999 407,13-Oct-20,Tuesday,22,MasterCard,CVC,?212,Online,Services,China,China,China,F,35.6,Metro,0
#2957 999,14-Oct-20,Wednesday,18,Visa,Tap,?10,POS,Subscription,United Kingdom,United Kingdom,United Kingdom,F,39.4,Halifax,0
#2812 874,14-Oct-20,Wednesday,23,Visa,PIN,?7,ATM,Subscription,United Kingdom,United Kingdom,United Kingdom,F,59.2,Monzo,0
#3262 923,14-Oct-20,Wednesday,17,MasterCard,PIN,?22,ATM,Services,India,India,India,F,57.6,Metro,0
#3147 212,14-Oct-20,Wednesday,8,MasterCard,PIN,?191,ATM,Subscription,United Kingdom,United Kingdom,United Kingdom,M,45,HSBC,0
#2785 894,13-Oct-20,Tuesday,3,Visa,PIN,?13,ATM,Children,Russia,Russia,United Kingdom,M,45.2,Metro,1
#3094 777,13-Oct-20,Tuesday,21,Visa,CVC,?6,Online,Products,India,India,India,F,59.1,Monzo,0
#3555 374,14-Oct-20,Wednesday,16,Visa,CVC,?29,Online,Gaming,United Kingdom,United Kingdom,United Kingdom,F,57.9,HSBC,0
#2827 723,13-Oct-20,Tuesday,21,Visa,PIN,?380,POS,Subscription,United Kingdom,United Kingdom,United Kingdom,F,50.2,Monzo,0
#3167 837,13-Oct-20,Tuesday,14,MasterCard,CVC,?398,Online,Fashion,United Kingdom,United Kingdom,United Kingdom,M,35.2,RBS,0
#3574 632,14-Oct-20,Wednesday,20,Visa,Tap,?5,POS,Fashion,United Kingdom,India,United Kingdom,M,52.7,HSBC,0
#3081 800,13-Oct-20,Tuesday,22,Visa,PIN,?230,POS,Products,United Kingdom,United Kingdom,United Kingdom,F,39.1,Barclays,0
#3229 670,14-Oct-20,Wednesday,9,Visa,PIN,?381,POS,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,40.1,Barclays,0
#3099 365,13-Oct-20,Tuesday,8,MasterCard,PIN,?7,ATM,Fashion,Russia,Russia,Russia,M,42.2,Monzo,0
#3326 698,13-Oct-20,Tuesday,11,MasterCard,Tap,?22,POS,Subscription,United Kingdom,United Kingdom,United Kingdom,F,50.5,Barclays,0
#2866 604,14-Oct-20,Wednesday,18,Visa,PIN,?132,POS,Restaurant,Russia,Russia,Russia,F,34.6,Metro,0
#2966 757,13-Oct-20,Tuesday,9,MasterCard,PIN,?168,ATM,Fashion,United Kingdom,United Kingdom,United Kingdom,M,52.4,Barclays,0
#2659 545,13-Oct-20,Tuesday,23,MasterCard,PIN,?92,ATM,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,46.1,Halifax,0
#2733 373,14-Oct-20,Wednesday,12,Visa,PIN,?25,ATM,Children,United Kingdom,United Kingdom,United Kingdom,F,60.5,Lloyds,0
#3206 250,13-Oct-20,Tuesday,11,Visa,CVC,?16,Online,Fashion,United Kingdom,United Kingdom,United Kingdom,F,38.9,HSBC,0
#2818 759,13-Oct-20,Tuesday,19,MasterCard,CVC,?84,Online,Restaurant,India,India,United Kingdom,F,41.3,Barlcays,0
#2820 585,13-Oct-20,Tuesday,19,Visa,CVC,?6,Online,Children,United Kingdom,United Kingdom,United Kingdom,M,45,Metro,0
#2600 996,13-Oct-20,Tuesday,6,MasterCard,PIN,?21,ATM,Food,Russia,Russia,United Kingdom,M,47.2,Monzo,1
#3211 212,14-Oct-20,Wednesday,22,Visa,PIN,?77,ATM,Gaming,United Kingdom,United Kingdom,United Kingdom,F,59.7,Barclays,0
#2765 419,13-Oct-20,Tuesday,16,MasterCard,PIN,?102,POS,Fashion,United Kingdom,United Kingdom,United Kingdom,F,46.8,Barclays,0
#3293 178,14-Oct-20,Wednesday,23,Visa,Tap,?22,POS,Children,United Kingdom,USA,United Kingdom,F,30.9,Metro,0
#3463 901,13-Oct-20,Tuesday,2,Visa,PIN,?14,ATM,Services,India,India,United Kingdom,M,57.5,Barlcays,1
#2873 737,14-Oct-20,Wednesday,17,MasterCard,PIN,?372,POS,Electronics,United Kingdom,Russia,United Kingdom,M,32.6,Barclays,0
#3333 526,14-Oct-20,Wednesday,20,Visa,CVC,?126,Online,Restaurant,United Kingdom,United Kingdom,United Kingdom,M,57.5,Barclays,0
#3535 591,13-Oct-20,Tuesday,12,MasterCard,Tap,?23,POS,Electronics,United Kingdom,USA,United Kingdom,F,41.5,Monzo,0
#3336 758,14-Oct-20,Wednesday,18,Visa,PIN,?14,ATM,Products,United Kingdom,United Kingdom,United Kingdom,F,35,Monzo,0
#3236 069,14-Oct-20,Wednesday,11,MasterCard,PIN,?27,ATM,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,38.1,Lloyds,0
#3102 377,13-Oct-20,Tuesday,8,Visa,PIN,?6,ATM,Food,United Kingdom,United Kingdom,United Kingdom,M,51,RBS,0
#3637 511,13-Oct-20,Tuesday,18,MasterCard,Tap,?9,POS,Food,United Kingdom,USA,United Kingdom,F,49.2,Barclays,0
#2814 155,14-Oct-20,Wednesday,14,MasterCard,PIN,?46,ATM,Gaming,United Kingdom,United Kingdom,United Kingdom,M,42.3,Barclays,0
#3300 285,14-Oct-20,Wednesday,11,MasterCard,PIN,?40,POS,Products,China,China,China,F,47.4,Barclays,0
#3200 641,14-Oct-20,Wednesday,12,MasterCard,PIN,?41,POS,Children,United Kingdom,United Kingdom,United Kingdom,M,54.7,Metro,0
#3584 823,13-Oct-20,Tuesday,14,Visa,PIN,?207,POS,Entertainment,United Kingdom,United Kingdom,United Kingdom,F,47.6,Barclays,0
#3322 882,14-Oct-20,Wednesday,17,MasterCard,CVC,?260,Online,Products,United Kingdom,United Kingdom,United Kingdom,F,47.7,HSBC,0
#3126 933,13-Oct-20,Tuesday,17,Visa,CVC,?10,Online,Services,United Kingdom,United Kingdom,United Kingdom,M,44,Barlcays,0
#2964 653,13-Oct-20,Tuesday,17,MasterCard,PIN,?178,POS,Gaming,United Kingdom,United Kingdom,United Kingdom,M,52,Monzo,0
#3067 312,13-Oct-20,Tuesday,7,Visa,PIN,?9,ATM,Gaming,China,China,China,M,54.6,Barclays,0
#3676 199,14-Oct-20,Wednesday,20,Visa,CVC,?190,Online,Children,China,China,China,M,52.3,Halifax,0
#2936 409,13-Oct-20,Tuesday,11,MasterCard,PIN,?27,ATM,Services,United Kingdom,United Kingdom,United Kingdom,F,50,Barclays,0
#3557 642,14-Oct-20,Wednesday,9,Visa,PIN,?119,ATM,Food,United Kingdom,United Kingdom,United Kingdom,M,50.1,HSBC,0
#2940 492,13-Oct-20,Tuesday,17,MasterCard,PIN,?17,ATM,Food,United Kingdom,United Kingdom,United Kingdom,F,35.3,Barclays,0
#3314 141,14-Oct-20,Wednesday,11,MasterCard,Tap,?18,POS,Products,United Kingdom,United Kingdom,United Kingdom,M,57,Metro,0
#3482 403,13-Oct-20,Tuesday,9,MasterCard,PIN,?239,POS,Children,China,China,United Kingdom,M,48.7,Halifax,1
#3215 717,13-Oct-20,Tuesday,19,MasterCard,Tap,?26,POS,Children,United Kingdom,USA,United Kingdom,F,35.1,Barclays,0
#3078 068,13-Oct-20,Tuesday,5,Visa,CVC,?24,Online,Fashion,Russia,Russia,United Kingdom,M,54.8,Barclays,1
#3511 949,13-Oct-20,Tuesday,22,MasterCard,CVC,?23,Online,Subscription,United Kingdom,United Kingdom,United Kingdom,M,60.5,Barclays,0
#2564 181,14-Oct-20,Wednesday,22,Visa,PIN,?202,ATM,Fashion,China,China,China,M,41.8,Halifax,0
#3328 477,14-Oct-20,Wednesday,18,Visa,CVC,?8,Online,Gaming,China,China,China,M,49.6,Lloyds,0
#2592 182,14-Oct-20,Wednesday,17,MasterCard,CVC,?16,Online,Electronics,USA,USA,USA,F,36.9,Barclays,0
#2704 865,13-Oct-20,Tuesday,18,Visa,PIN,?7,ATM,Food,United Kingdom,Russia,United Kingdom,F,46,HSBC,0
#3037 448,14-Oct-20,Wednesday,10,MasterCard,Tap,?22,POS,Gaming,India,India,India,M,52.5,Halifax,0
#3582 789,13-Oct-20,Tuesday,7,MasterCard,CVC,?8,Online,Restaurant,United Kingdom,United Kingdom,United Kingdom,M,31.5,RBS,0
#3133 521,13-Oct-20,Tuesday,19,MasterCard,CVC,?97,Online,Entertainment,China,China,China,M,43.2,Monzo,0
#2844 871,13-Oct-20,Tuesday,20,Visa,PIN,?17,ATM,Services,United Kingdom,United Kingdom,United Kingdom,M,43.4,Barclays,0
#3604 539,13-Oct-20,Tuesday,8,Visa,PIN,?248,ATM,Products,United Kingdom,United Kingdom,United Kingdom,F,36.2,Barlcays,0
#3239 468,13-Oct-20,Tuesday,7,Visa,Tap,?11,POS,Food,United Kingdom,United Kingdom,United Kingdom,M,36.5,Barclays,0
#3645 198,14-Oct-20,Wednesday,23,Visa,Tap,?22,POS,Products,United Kingdom,United Kingdom,United Kingdom,M,51.4,RBS,0
#2836 889,13-Oct-20,Tuesday,7,Visa,CVC,?371,Online,Fashion,United Kingdom,United Kingdom,United Kingdom,F,50.4,RBS,0
#2934 244,14-Oct-20,Wednesday,19,MasterCard,PIN,?46,POS,Services,Russia,Russia,Russia,F,52.2,Barclays,0
#2651 353,14-Oct-20,Wednesday,11,Visa,PIN,?27,ATM,Restaurant,United Kingdom,Russia,United Kingdom,F,48.9,Monzo,0
#3515 001,13-Oct-20,Tuesday,8,Visa,Tap,?27,POS,Gaming,China,China,China,F,41.7,HSBC,0
#3062 614,14-Oct-20,Wednesday,11,Visa,CVC,?17,Online,Subscription,United Kingdom,United Kingdom,United Kingdom,F,35.9,Halifax,0
#2749 238,14-Oct-20,Wednesday,17,MasterCard,CVC,?23,Online,Entertainment,India,India,India,M,31,HSBC,0
#3057 256,13-Oct-20,Tuesday,16,Visa,PIN,?25,ATM,Subscription,United Kingdom,United Kingdom,United Kingdom,M,45.9,Barclays,0
#3245 740,13-Oct-20,Tuesday,23,Visa,PIN,?11,ATM,Restaurant,China,China,China,M,50.8,Barlcays,0
#2815 805,13-Oct-20,Tuesday,15,Visa,Tap,?30,POS,Fashion,United Kingdom,United Kingdom,United Kingdom,M,61.2,Monzo,0
#3646 137,13-Oct-20,Tuesday,13,Visa,CVC,?17,Online,Subscription,USA,USA,USA,M,15,RBS,0
#2897 247,13-Oct-20,Tuesday,19,MasterCard,Tap,?18,POS,Food,United Kingdom,United Kingdom,United Kingdom,M,52.4,Metro,0
#2558 948,14-Oct-20,Wednesday,14,MasterCard,CVC,?346,Online,Gaming,USA,USA,USA,M,52.5,Monzo,0
#3570 706,13-Oct-20,Tuesday,13,Visa,CVC,?296,Online,Subscription,United Kingdom,United Kingdom,United Kingdom,F,30.9,Barlcays,0
#3568 750,13-Oct-20,Tuesday,21,MasterCard,PIN,?367,ATM,Children,United Kingdom,United Kingdom,United Kingdom,M,62.4,Barlcays,0
#3583 257,14-Oct-20,Wednesday,23,MasterCard,Tap,?5,POS,Electronics,United Kingdom,United Kingdom,United Kingdom,M,45.7,Lloyds,0
#2591 513,14-Oct-20,Wednesday,15,MasterCard,PIN,?18,ATM,Subscription,United Kingdom,United Kingdom,United Kingdom,M,74.1,Barclays,0
#3408 648,13-Oct-20,Tuesday,21,Visa,Tap,?15,POS,Gaming,United Kingdom,United Kingdom,United Kingdom,F,34.6,HSBC,0
#2580 277,14-Oct-20,Wednesday,14,Visa,PIN,?215,POS,Children,United Kingdom,United Kingdom,United Kingdom,M,42.5,Halifax,0
#2751 353,13-Oct-20,Tuesday,12,Visa,PIN,?211,POS,Entertainment,Russia,Russia,United Kingdom,F,26.2,Barclays,0
#2917 505,14-Oct-20,Wednesday,12,Visa,CVC,?123,Online,Fashion,United Kingdom,United Kingdom,United Kingdom,F,39.6,Barclays,0
#2839 167,14-Oct-20,Wednesday,12,Visa,PIN,?231,POS,Services,United Kingdom,United Kingdom,United Kingdom,M,46,Barclays,0
#3458 884,14-Oct-20,Wednesday,21,MasterCard,CVC,?29,Online,Electronics,India,India,United Kingdom,M,55.9,Monzo,1
#2979 038,14-Oct-20,Wednesday,15,MasterCard,PIN,?141,ATM,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,38,Metro,0
#2867 969,13-Oct-20,Tuesday,17,Visa,PIN,?188,POS,Subscription,USA,USA,United Kingdom,M,52,Metro,0
#2901 414,14-Oct-20,Wednesday,16,Visa,PIN,?17,ATM,Products,Russia,Russia,United Kingdom,F,48,Barclays,0
#3524 550,14-Oct-20,Wednesday,14,Visa,PIN,?24,ATM,Electronics,United Kingdom,United Kingdom,United Kingdom,F,38.8,Metro,0
#2921 553,14-Oct-20,Wednesday,21,Visa,Tap,?18,POS,Fashion,Russia,Russia,Russia,F,57.9,Lloyds,0
#3103 495,13-Oct-20,Tuesday,23,Visa,PIN,?13,ATM,Fashion,United Kingdom,United Kingdom,United Kingdom,F,39.6,HSBC,0
#3272 092,14-Oct-20,Wednesday,17,MasterCard,PIN,?52,ATM,Products,United Kingdom,United Kingdom,United Kingdom,M,51.2,RBS,0
#2593 080,14-Oct-20,Wednesday,21,Visa,PIN,?301,POS,Children,United Kingdom,United Kingdom,United Kingdom,F,41.2,Barclays,0
#3570 391,13-Oct-20,Tuesday,11,Visa,CVC,?237,Online,Restaurant,United Kingdom,Russia,United Kingdom,M,58,Barlcays,0
#3158 970,13-Oct-20,Tuesday,8,Visa,PIN,?151,POS,Products,United Kingdom,Russia,United Kingdom,M,55.1,Barclays,0
#3053 276,14-Oct-20,Wednesday,23,MasterCard,PIN,?80,POS,Children,United Kingdom,United Kingdom,United Kingdom,M,48.6,Barlcays,0
#3493 538,14-Oct-20,Wednesday,14,MasterCard,Tap,?8,POS,Products,United Kingdom,USA,United Kingdom,M,44.9,Metro,1
#3161 211,13-Oct-20,Tuesday,7,MasterCard,PIN,?117,ATM,Products,India,India,United Kingdom,M,49.6,HSBC,0
#3141 953,13-Oct-20,Tuesday,19,Visa,CVC,?29,Online,Products,India,India,United Kingdom,M,35.8,Halifax,1
#3163 966,14-Oct-20,Wednesday,12,Visa,PIN,?29,ATM,Fashion,United Kingdom,United Kingdom,United Kingdom,M,36.8,Monzo,0
#3233 067,13-Oct-20,Tuesday,16,Visa,Tap,?20,POS,Gaming,China,China,United Kingdom,F,57.2,RBS,1
#3011 072,14-Oct-20,Wednesday,9,Visa,CVC,?347,Online,Subscription,United Kingdom,China,United Kingdom,M,49.3,Barclays,0
#3619 767,14-Oct-20,Wednesday,11,Visa,CVC,?192,Online,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,47.2,Halifax,0
#3601 028,13-Oct-20,Tuesday,23,Visa,CVC,?372,Online,Electronics,United Kingdom,United Kingdom,United Kingdom,M,36.8,Monzo,0
#3390 385,13-Oct-20,Tuesday,11,Visa,CVC,?30,Online,Electronics,USA,USA,USA,F,37.7,Barlcays,0
#3574 073,14-Oct-20,Wednesday,14,Visa,PIN,?28,ATM,Food,United Kingdom,United Kingdom,United Kingdom,M,45.8,Halifax,0
#3633 190,14-Oct-20,Wednesday,22,Visa,PIN,?147,ATM,Gaming,India,India,United Kingdom,F,53.9,Monzo,0
#3099 439,13-Oct-20,Tuesday,22,MasterCard,PIN,?15,POS,Food,United Kingdom,United Kingdom,United Kingdom,F,33.8,Barlcays,0
#2760 360,14-Oct-20,Wednesday,5,Visa,CVC,?24,Online,Services,China,China,United Kingdom,F,40.1,Barlcays,1
#3258 690,14-Oct-20,Wednesday,10,Visa,PIN,?24,ATM,Food,United Kingdom,United Kingdom,United Kingdom,M,38.9,Metro,0
#2866 606,13-Oct-20,Tuesday,13,MasterCard,PIN,?27,ATM,Fashion,United Kingdom,United Kingdom,United Kingdom,M,61.7,Barlcays,0
#3370 895,13-Oct-20,Tuesday,15,MasterCard,PIN,?138,ATM,Children,United Kingdom,United Kingdom,United Kingdom,M,53.3,Barclays,0
#3092 903,14-Oct-20,Wednesday,18,Visa,CVC,?212,Online,Electronics,India,India,India,F,55.7,Barlcays,0
#2563 794,13-Oct-20,Tuesday,12,Visa,PIN,?134,POS,Services,United Kingdom,United Kingdom,United Kingdom,M,52.9,Monzo,0
#3280 154,14-Oct-20,Wednesday,17,Visa,PIN,?26,ATM,Electronics,United Kingdom,United Kingdom,United Kingdom,M,42.9,Barclays,0
#3406 596,13-Oct-20,Tuesday,7,Visa,CVC,?107,Online,Children,United Kingdom,United Kingdom,United Kingdom,M,59.5,Metro,0
#2969 432,13-Oct-20,Tuesday,15,Visa,CVC,?92,Online,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,39.5,Monzo,0
#3084 949,14-Oct-20,Wednesday,10,Visa,PIN,?19,ATM,Food,United Kingdom,United Kingdom,United Kingdom,F,47.8,Metro,0
#3396 288,13-Oct-20,Tuesday,16,Visa,CVC,?19,Online,Children,United Kingdom,United Kingdom,United Kingdom,F,37.1,Barclays,0
#3398 436,14-Oct-20,Wednesday,16,MasterCard,PIN,?7,ATM,Subscription,United Kingdom,United Kingdom,United Kingdom,M,25.6,Lloyds,0
#3091 130,14-Oct-20,Wednesday,7,MasterCard,PIN,?139,POS,Electronics,United Kingdom,United Kingdom,United Kingdom,F,58.5,Barclays,0
#3270 799,13-Oct-20,Tuesday,19,Visa,CVC,?25,Online,Products,United Kingdom,United Kingdom,United Kingdom,F,64.3,Metro,0
#3411 900,14-Oct-20,Wednesday,18,Visa,PIN,?14,ATM,Fashion,United Kingdom,United Kingdom,United Kingdom,M,56.4,Barclays,0
#2970 252,13-Oct-20,Tuesday,8,MasterCard,CVC,?27,Online,Children,United Kingdom,United Kingdom,United Kingdom,M,31.4,HSBC,0
#2805 331,13-Oct-20,Tuesday,22,Visa,Tap,?25,POS,Fashion,USA,USA,USA,F,36.1,Barclays,0
#3020 230,14-Oct-20,Wednesday,18,Visa,PIN,?13,ATM,Subscription,China,China,China,F,55.7,HSBC,0
#2755 913,14-Oct-20,Wednesday,19,MasterCard,PIN,?283,POS,Restaurant,United Kingdom,United Kingdom,United Kingdom,M,28.9,Barclays,0
#2597 264,13-Oct-20,Tuesday,14,MasterCard,CVC,?137,Online,Restaurant,China,China,China,M,41.1,Barlcays,0
#2650 353,13-Oct-20,Tuesday,7,MasterCard,PIN,?45,POS,Entertainment,United Kingdom,United Kingdom,United Kingdom,F,36.2,Monzo,0
#3086 904,13-Oct-20,Tuesday,15,Visa,Tap,?6,POS,Entertainment,United Kingdom,Russia,United Kingdom,F,62.1,Metro,0
#3471 039,14-Oct-20,Wednesday,11,MasterCard,PIN,?280,ATM,Subscription,United Kingdom,United Kingdom,United Kingdom,M,61.9,Monzo,0
#2743 176,13-Oct-20,Tuesday,17,Visa,PIN,?138,ATM,Electronics,United Kingdom,United Kingdom,United Kingdom,M,30.7,RBS,0
#2732 623,14-Oct-20,Wednesday,10,Visa,Tap,?26,POS,Fashion,United Kingdom,United Kingdom,United Kingdom,F,40,Lloyds,0
#3249 862,14-Oct-20,Wednesday,1,MasterCard,CVC,?21,Online,Entertainment,India,India,United Kingdom,F,51.5,RBS,1
#3319 804,13-Oct-20,Tuesday,18,MasterCard,PIN,?21,ATM,Services,India,India,India,F,35.7,Halifax,0
#2959 293,13-Oct-20,Tuesday,17,MasterCard,CVC,?20,Online,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,35.8,Halifax,0
#2553 556,14-Oct-20,Wednesday,23,Visa,Tap,?9,POS,Subscription,United Kingdom,United Kingdom,United Kingdom,M,47.2,Barlcays,0
#3321 906,14-Oct-20,Wednesday,12,MasterCard,CVC,?386,Online,Services,United Kingdom,United Kingdom,United Kingdom,M,48.4,Barclays,0
#3278 947,14-Oct-20,Wednesday,23,MasterCard,Tap,?6,POS,Subscription,China,China,China,F,33.6,RBS,0
#2632 161,14-Oct-20,Wednesday,8,MasterCard,CVC,?7,Online,Food,Russia,Russia,Russia,F,43.7,Lloyds,0
#3348 531,14-Oct-20,Wednesday,8,Visa,CVC,?26,Online,Restaurant,India,India,India,M,51.4,RBS,0
#2821 538,14-Oct-20,Wednesday,17,MasterCard,PIN,?5,ATM,Gaming,USA,USA,USA,M,54.4,Metro,0
#3156 352,14-Oct-20,Wednesday,18,MasterCard,PIN,?264,ATM,Entertainment,China,China,United Kingdom,M,47.7,Monzo,0
#3478 193,13-Oct-20,Tuesday,23,Visa,PIN,?137,ATM,Entertainment,USA,United Kingdom,USA,F,31.8,Barclays,0
#3185 724,13-Oct-20,Tuesday,12,MasterCard,PIN,?93,POS,Entertainment,Russia,Russia,Russia,F,65.3,Barlcays,0
#3607 831,13-Oct-20,Tuesday,13,Visa,Tap,?10,POS,Services,United Kingdom,United Kingdom,United Kingdom,F,30.8,Metro,0
#3227 163,13-Oct-20,Tuesday,19,Visa,Tap,?18,POS,Fashion,United Kingdom,United Kingdom,United Kingdom,M,35.1,RBS,0
#3135 200,13-Oct-20,Tuesday,19,MasterCard,CVC,?17,Online,Subscription,United Kingdom,United Kingdom,United Kingdom,F,47.8,Halifax,0
#3583 110,14-Oct-20,Wednesday,9,Visa,PIN,?20,ATM,Subscription,USA,USA,USA,M,59.7,HSBC,0
#3686 499,14-Oct-20,Wednesday,12,MasterCard,PIN,?361,POS,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,47.8,Halifax,0
#2848 519,13-Oct-20,Tuesday,22,Visa,PIN,?348,ATM,Entertainment,China,China,United Kingdom,F,49.3,Halifax,0
#3396 480,14-Oct-20,Wednesday,19,Visa,CVC,?11,Online,Fashion,United Kingdom,United Kingdom,United Kingdom,M,47.3,Barclays,0
#2899 984,13-Oct-20,Tuesday,10,Visa,PIN,?27,ATM,Electronics,China,China,China,F,47.8,Barclays,0
#3367 532,14-Oct-20,Wednesday,8,Visa,PIN,?364,POS,Products,United Kingdom,United Kingdom,United Kingdom,F,36.1,Barclays,0
#3082 329,14-Oct-20,Wednesday,13,Visa,CVC,?20,Online,Restaurant,United Kingdom,USA,United Kingdom,M,39.8,RBS,0
#3064 153,13-Oct-20,Tuesday,0,Visa,Tap,?12,POS,Food,USA,USA,United Kingdom,M,39,HSBC,1
#2895 544,14-Oct-20,Wednesday,17,MasterCard,CVC,?28,Online,Services,China,China,China,M,53.1,HSBC,0
#3541 073,13-Oct-20,Tuesday,16,Visa,PIN,?46,POS,Restaurant,United Kingdom,United Kingdom,United Kingdom,M,25,HSBC,0
#2903 691,14-Oct-20,Wednesday,8,Visa,Tap,?20,POS,Restaurant,USA,USA,USA,M,52.7,HSBC,0
#3371 716,13-Oct-20,Tuesday,13,MasterCard,CVC,?8,Online,Products,United Kingdom,United Kingdom,United Kingdom,M,40.8,RBS,0
#3321 466,13-Oct-20,Tuesday,10,Visa,PIN,?369,ATM,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,47.8,HSBC,0
#3208 675,13-Oct-20,Tuesday,9,Visa,PIN,?383,ATM,Gaming,USA,USA,USA,M,42.5,Barclays,0
#3023 654,13-Oct-20,Tuesday,14,Visa,PIN,?5,ATM,Services,India,India,India,F,43.3,Monzo,0
#2959 119,14-Oct-20,Wednesday,18,MasterCard,PIN,?5,ATM,Children,United Kingdom,United Kingdom,United Kingdom,M,46.8,Monzo,0
#2988 134,13-Oct-20,Tuesday,22,MasterCard,CVC,?270,Online,Services,Russia,Russia,Russia,F,48.4,Barlcays,0
#2578 362,13-Oct-20,Tuesday,12,MasterCard,Tap,?5,POS,Subscription,United Kingdom,United Kingdom,United Kingdom,M,32.4,Barclays,0
#3354 029,13-Oct-20,Tuesday,18,MasterCard,CVC,?5,Online,Restaurant,United Kingdom,Russia,United Kingdom,F,27.4,Lloyds,0
#3124 654,14-Oct-20,Wednesday,9,Visa,Tap,?6,POS,Products,China,China,China,M,33.2,Barclays,0
#3480 612,14-Oct-20,Wednesday,13,Visa,PIN,?10,ATM,Services,United Kingdom,United Kingdom,United Kingdom,M,52.8,Metro,0
#2975 215,14-Oct-20,Wednesday,18,MasterCard,CVC,?44,Online,Gaming,United Kingdom,United Kingdom,United Kingdom,M,34,Halifax,0
#3676 700,14-Oct-20,Wednesday,16,Visa,PIN,?13,ATM,Gaming,India,India,India,F,57.2,Lloyds,0
#2760 991,14-Oct-20,Wednesday,23,MasterCard,PIN,?279,ATM,Entertainment,United Kingdom,United Kingdom,United Kingdom,F,43.1,Metro,0
#3642 044,14-Oct-20,Wednesday,10,Visa,Tap,?19,POS,Children,Russia,Russia,Russia,F,48.6,HSBC,0
#2657 695,14-Oct-20,Wednesday,14,Visa,CVC,?43,Online,Food,United Kingdom,Russia,United Kingdom,F,31,Barclays,0
#3213 365,13-Oct-20,Tuesday,17,MasterCard,Tap,?16,POS,Electronics,United Kingdom,United Kingdom,United Kingdom,M,52.1,HSBC,0
#3248 724,14-Oct-20,Wednesday,8,MasterCard,PIN,?177,POS,Products,United Kingdom,United Kingdom,United Kingdom,M,30,Monzo,0
#3363 220,13-Oct-20,Tuesday,7,MasterCard,PIN,?67,ATM,Subscription,China,China,China,F,34.4,Monzo,0
#2644 199,13-Oct-20,Tuesday,22,Visa,CVC,?13,Online,Fashion,United Kingdom,China,United Kingdom,M,46.4,Barclays,1
#2824 743,14-Oct-20,Wednesday,21,MasterCard,PIN,?30,ATM,Fashion,India,India,India,M,57.7,Barlcays,0
#2590 878,14-Oct-20,Wednesday,8,MasterCard,PIN,?267,POS,Entertainment,USA,USA,USA,M,48.2,Barclays,0
